source,NR,WR,SR,ER,NER,All India,date
Wind Gen(MU),6.0,31.0,48.0,0.0,0.0,85,2015-09-22
Hydro,227.0,38.0,71.0,65.0,21.0,422,2015-09-22
Total,899.0,873.0,801.0,351.0,41.0,2966,2015-09-22
Total,876.0,912.0,795.0,336.0,41.0,2960,2015-09-23
Hydro,248.0,35.0,76.0,64.0,21.0,444,2015-09-23
Wind Gen(MU),20.0,23.0,21.0,0.0,0.0,64,2015-09-23
Wind Gen(MU),13.0,21.0,13.0,0.0,0.0,46,2015-09-24
Total,878.0,940.0,776.0,346.0,40.0,2981,2015-09-24
Hydro,236.0,26.0,71.0,64.0,23.0,420,2015-09-24
Wind Gen(MU),25.0,31.0,19.0,0.0,0.0,75,2015-09-25
Hydro,256.0,22.0,68.0,69.0,24.0,439,2015-09-25
Total,905.0,944.0,781.0,340.0,41.0,3010,2015-09-25
Wind Gen(MU),23.0,24.0,23.0,0.0,0.0,69,2015-09-26
Hydro,245.0,25.0,61.0,70.0,24.0,425,2015-09-26
Total,910.0,959.0,762.0,348.0,41.0,3020,2015-09-26
Hydro,233.0,31.0,41.0,65.0,20.0,390,2015-09-27
Wind Gen(MU),9.0,13.0,16.0,0.0,0.0,39,2015-09-27
Total,895.0,935.0,735.0,356.0,41.0,2962,2015-09-27
Total,937.0,995.0,754.0,366.0,42.0,3095,2015-09-28
Hydro,227.0,42.0,56.0,64.0,19.0,408,2015-09-28
Wind Gen(MU),4.0,9.0,8.0,0.0,0.0,21,2015-09-28
Wind Gen(MU),3.0,18.0,9.0,0.0,0.0,30,2015-09-29
Total,922.0,1032.0,769.0,377.0,42.0,3141,2015-09-29
Hydro,201.0,32.0,49.0,64.0,18.0,364,2015-09-29
Hydro,187.0,31.0,45.0,54.0,18.0,334,2015-09-30
Total,946.0,1029.0,762.0,376.0,41.0,3155,2015-09-30
Wind Gen(MU),3.0,36.0,15.0,0.0,0.0,54,2015-09-30
Wind Gen(MU),1.0,20.0,8.0,0.0,0.0,30,2015-10-01
Total,967.0,1032.0,750.0,380.0,43.0,3173,2015-10-01
Hydro,199.0,28.0,41.0,44.0,17.0,330,2015-10-01
Total,940.0,1013.0,728.0,387.0,41.0,3109,2015-10-03
Hydro,185.0,23.0,42.0,65.0,15.0,330,2015-10-03
Wind Gen(MU),15.0,13.0,30.0,0.0,0.0,58,2015-10-03
Hydro,192.0,22.0,36.0,63.0,15.0,327,2015-10-04
Wind Gen(MU),21.0,13.0,17.0,0.0,0.0,50,2015-10-04
Total,947.0,996.0,686.0,378.0,41.0,3048,2015-10-04
Hydro,201.0,31.0,45.0,68.0,14.0,358,2015-10-05
Total,986.0,1029.0,703.0,382.0,42.0,3141,2015-10-05
Wind Gen(MU),6.0,8.0,17.0,0.0,0.0,31,2015-10-05
Total,986.0,1045.0,724.0,380.0,41.0,3177,2015-10-06
Hydro,195.0,33.0,43.0,59.0,13.0,343,2015-10-06
Wind Gen(MU),3.0,16.0,13.0,0.0,0.0,32,2015-10-06
Total,1005.0,1062.0,740.0,377.0,42.0,3226,2015-10-07
Wind Gen(MU),2.0,20.0,15.0,0.0,0.0,36,2015-10-07
Hydro,191.0,31.0,46.0,57.0,14.0,337,2015-10-07
Total,999.0,1077.0,760.0,372.0,40.0,3248,2015-10-08
Hydro,188.0,32.0,54.0,51.0,18.0,344,2015-10-08
Wind Gen(MU),4.0,18.0,18.0,0.0,0.0,40,2015-10-08
Total,1008.0,1076.0,768.0,379.0,39.0,3270,2015-10-09
Wind Gen(MU),14.0,8.0,26.0,0.0,0.0,48,2015-10-09
Hydro,188.0,28.0,53.0,51.0,18.0,337,2015-10-09
Hydro,190.0,36.0,51.0,52.0,18.0,348,2015-10-10
Total,978.0,1077.0,771.0,374.0,40.0,3240,2015-10-10
Wind Gen(MU),31.0,19.0,41.0,0.0,0.0,90,2015-10-10
Hydro,176.0,29.0,48.0,55.0,17.0,324,2015-10-11
Wind Gen(MU),21.0,12.0,19.0,0.0,0.0,52,2015-10-11
Total,948.0,1035.0,730.0,375.0,40.0,3128,2015-10-11
Hydro,173.0,36.0,52.0,53.0,16.0,330,2015-10-12
Wind Gen(MU),14.0,4.0,4.0,0.0,0.0,22,2015-10-12
Total,956.0,1076.0,750.0,374.0,39.0,3195,2015-10-12
Total,970.0,1093.0,770.0,370.0,40.0,3243,2015-10-13
Wind Gen(MU),15.0,5.0,4.0,0.0,0.0,25,2015-10-13
Hydro,171.0,48.0,56.0,51.0,16.0,343,2015-10-13
Wind Gen(MU),11.0,7.0,6.0,0.0,0.0,24,2015-10-14
Hydro,171.0,62.0,53.0,54.0,15.0,354,2015-10-14
Total,930.0,1102.0,794.0,364.0,39.0,3228,2015-10-14
Wind Gen(MU),4.0,12.0,5.0,0.0,0.0,21,2015-10-15
Hydro,168.0,59.0,69.0,48.0,16.0,360,2015-10-15
Total,915.0,1108.0,798.0,360.0,39.0,3221,2015-10-15
Wind Gen(MU),3.0,17.0,7.0,0.0,0.0,27,2015-10-16
Hydro,166.0,49.0,66.0,55.0,16.0,352,2015-10-16
Total,925.0,1105.0,820.0,369.0,39.0,3258,2015-10-16
Hydro,161.0,52.0,54.0,55.0,16.0,338,2015-10-17
Wind Gen(MU),2.0,15.0,9.0,0.0,0.0,26,2015-10-17
Total,933.0,1108.0,804.0,363.0,41.0,3248,2015-10-17
Hydro,151.0,38.0,46.0,53.0,16.0,304,2015-10-18
Total,896.0,1075.0,775.0,365.0,41.0,3151,2015-10-18
Wind Gen(MU),9.0,8.0,8.0,0.0,0.0,25,2015-10-18
Hydro,159.0,49.0,51.0,59.0,15.0,333,2015-10-19
Wind Gen(MU),15.0,8.0,11.0,0.0,0.0,34,2015-10-19
Total,913.0,1124.0,804.0,380.0,40.0,3261,2015-10-19
Total,938.0,1131.0,819.0,372.0,41.0,3301,2015-10-20
Hydro,166.0,39.0,46.0,49.0,15.0,316,2015-10-20
Wind Gen(MU),8.0,10.0,9.0,0.0,0.0,26,2015-10-20
Total,916.0,1114.0,802.0,357.0,39.0,3228,2015-10-21
Wind Gen(MU),10.0,7.0,11.0,0.0,0.0,28,2015-10-21
Hydro,157.0,31.0,48.0,48.0,15.0,298,2015-10-21
Hydro,151.0,32.0,41.0,48.0,15.0,287,2015-10-22
Wind Gen(MU),4.0,6.0,9.0,0.0,0.0,19,2015-10-22
Total,860.0,1032.0,790.0,348.0,37.0,3066,2015-10-22
Wind Gen(MU),3.0,6.0,9.0,0.0,0.0,18,2015-10-23
Hydro,156.0,56.0,52.0,53.0,15.0,332,2015-10-23
Total,874.0,1070.0,806.0,346.0,34.0,3131,2015-10-23
Hydro,157.0,42.0,48.0,44.0,15.0,305,2015-10-24
Wind Gen(MU),11.0,7.0,18.0,0.0,0.0,35,2015-10-24
Total,851.0,1095.0,818.0,327.0,35.0,3126,2015-10-24
Hydro,156.0,34.0,33.0,39.0,15.0,275,2015-10-25
Wind Gen(MU),11.0,10.0,18.0,0.0,0.0,38,2015-10-25
Total,824.0,1068.0,788.0,326.0,38.0,3044,2015-10-25
Total,802.0,1077.0,812.0,346.0,38.0,3076,2015-10-26
Hydro,160.0,30.0,48.0,42.0,15.0,296,2015-10-26
Wind Gen(MU),12.0,10.0,13.0,0.0,0.0,34,2015-10-26
Wind Gen(MU),15.0,14.0,7.0,0.0,0.0,35,2015-10-27
Total,831.0,1079.0,823.0,354.0,39.0,3127,2015-10-27
Hydro,149.0,39.0,47.0,43.0,15.0,292,2015-10-27
Hydro,145.0,24.0,45.0,39.0,14.0,267,2015-10-28
Total,780.0,1041.0,801.0,352.0,39.0,3013,2015-10-28
Wind Gen(MU),14.0,30.0,9.0,0.0,0.0,52,2015-10-28
Total,741.0,1009.0,769.0,340.0,39.0,2898,2015-10-29
Hydro,146.0,24.0,40.0,38.0,14.0,262,2015-10-29
Wind Gen(MU),9.0,36.0,6.0,0.0,0.0,51,2015-10-29
Total,773.0,1005.0,805.0,334.0,39.0,2955,2015-10-30
Wind Gen(MU),9.0,14.0,6.0,0.0,0.0,29,2015-10-30
Hydro,149.0,34.0,40.0,37.0,14.0,274,2015-10-30
Hydro,147.0,32.0,43.0,37.0,13.0,273,2015-10-31
Wind Gen(MU),10.0,34.0,9.0,0.0,0.0,52,2015-10-31
Total,772.0,1013.0,782.0,341.0,40.0,2948,2015-10-31
Hydro,147.0,22.0,38.0,35.0,12.0,254,2015-11-01
Wind Gen(MU),9.0,28.0,11.0,0.0,0.0,47,2015-11-01
Total,765.0,995.0,736.0,340.0,38.0,2875,2015-11-01
Wind Gen(MU),8.0,19.0,7.0,0.0,0.0,33,2015-11-02
Hydro,149.0,40.0,43.0,37.0,12.0,281,2015-11-02
Total,794.0,1029.0,751.0,348.0,38.0,2959,2015-11-02
Wind Gen(MU),6.0,10.0,5.0,0.0,0.0,21,2015-11-03
Hydro,146.0,40.0,50.0,47.0,11.0,294,2015-11-03
Total,799.0,1045.0,763.0,352.0,38.0,2996,2015-11-03
Wind Gen(MU),7.0,10.0,5.0,0.0,0.0,21,2015-11-04
Hydro,143.0,52.0,43.0,40.0,12.0,290,2015-11-04
Total,801.0,1050.0,761.0,354.0,37.0,3004,2015-11-04
Total,765.0,1050.0,759.0,353.0,38.0,2966,2015-11-05
Hydro,136.0,32.0,49.0,38.0,12.0,267,2015-11-05
Wind Gen(MU),10.0,12.0,4.0,0.0,0.0,26,2015-11-05
Wind Gen(MU),15.0,9.0,10.0,0.0,0.0,34,2015-11-06
Total,790.0,1045.0,772.0,351.0,40.0,2997,2015-11-06
Hydro,143.0,22.0,48.0,36.0,12.0,261,2015-11-06
Total,797.0,1041.0,764.0,330.0,39.0,2972,2015-11-07
Wind Gen(MU),8.0,25.0,12.0,0.0,0.0,45,2015-11-07
Hydro,141.0,25.0,41.0,38.0,11.0,255,2015-11-07
Hydro,133.0,20.0,37.0,35.0,10.0,237,2015-11-08
Total,781.0,1016.0,709.0,336.0,38.0,2880,2015-11-08
Wind Gen(MU),16.0,21.0,18.0,0.0,0.0,55,2015-11-08
Wind Gen(MU),16.0,18.0,27.0,0.0,0.0,60,2015-11-09
Hydro,143.0,27.0,30.0,35.0,11.0,244,2015-11-09
Total,822.0,1032.0,657.0,345.0,39.0,2895,2015-11-09
Wind Gen(MU),13.0,25.0,34.0,0.0,0.0,72,2015-11-10
Hydro,139.0,19.0,37.0,30.0,10.0,234,2015-11-10
Total,823.0,997.0,608.0,335.0,38.0,2801,2015-11-10
Total,783.0,891.0,624.0,331.0,38.0,2668,2015-11-11
Hydro,139.0,16.0,37.0,27.0,10.0,228,2015-11-11
Wind Gen(MU),12.0,39.0,32.0,0.0,0.0,84,2015-11-11
Wind Gen(MU),9.0,26.0,14.0,0.0,0.0,49,2015-11-12
Hydro,139.0,19.0,44.0,27.0,11.0,240,2015-11-12
Total,742.0,850.0,659.0,338.0,38.0,2627,2015-11-12
Wind Gen(MU),2.0,12.0,9.0,0.0,0.0,23,2015-11-13
Hydro,139.0,20.0,44.0,27.0,10.0,239,2015-11-13
Total,766.0,876.0,681.0,339.0,38.0,2700,2015-11-13
Total,790.0,906.0,686.0,338.0,38.0,2758,2015-11-14
Wind Gen(MU),4.0,15.0,17.0,0.0,0.0,35,2015-11-14
Hydro,135.0,23.0,35.0,26.0,9.0,228,2015-11-14
Total,784.0,963.0,650.0,339.0,38.0,2774,2015-11-15
Hydro,140.0,24.0,36.0,24.0,9.0,233,2015-11-15
Wind Gen(MU),7.0,27.0,14.0,0.0,0.0,49,2015-11-15
Hydro,134.0,24.0,27.0,26.0,9.0,220,2015-11-15
Total,774.0,919.0,646.0,330.0,36.0,2705,2015-11-15
Wind Gen(MU),4.0,13.0,10.0,0.0,0.0,27,2015-11-15
Total,774.0,980.0,652.0,339.0,38.0,2784,2015-11-17
Hydro,131.0,22.0,36.0,24.0,10.0,223,2015-11-17
Wind Gen(MU),1.0,41.0,10.0,0.0,0.0,52,2015-11-17
Total,785.0,975.0,674.0,332.0,39.0,2804,2015-11-18
Wind Gen(MU),3.0,48.0,15.0,0.0,0.0,66,2015-11-18
Hydro,135.0,29.0,40.0,25.0,9.0,237,2015-11-18
Wind Gen(MU),7.0,50.0,21.0,0.0,0.0,78,2015-11-19
Hydro,130.0,25.0,44.0,25.0,9.0,232,2015-11-19
Total,781.0,975.0,677.0,334.0,38.0,2805,2015-11-19
Wind Gen(MU),8.0,40.0,16.0,0.0,0.0,63,2015-11-20
Total,785.0,980.0,677.0,335.0,38.0,2816,2015-11-20
Hydro,131.0,31.0,48.0,24.0,9.0,243,2015-11-20
Wind Gen(MU),12.0,28.0,15.0,0.0,0.0,55,2015-11-21
Hydro,124.0,35.0,43.0,25.0,9.0,235,2015-11-21
Total,768.0,995.0,668.0,336.0,37.0,2804,2015-11-21
Total,769.0,962.0,632.0,321.0,37.0,2721,2015-11-22
Hydro,122.0,32.0,37.0,23.0,9.0,221,2015-11-22
Wind Gen(MU),9.0,15.0,17.0,0.0,0.0,40,2015-11-22
Hydro,125.0,34.0,41.0,22.0,9.0,231,2015-11-23
Total,781.0,985.0,665.0,317.0,39.0,2787,2015-11-23
Wind Gen(MU),8.0,17.0,11.0,0.0,0.0,36,2015-11-23
Total,789.0,997.0,683.0,329.0,36.0,2834,2015-11-24
Hydro,122.0,35.0,41.0,23.0,9.0,231,2015-11-24
Wind Gen(MU),13.0,24.0,13.0,0.0,0.0,50,2015-11-24
Hydro,122.0,37.0,41.0,23.0,9.0,231,2015-11-25
Wind Gen(MU),9.0,23.0,13.0,0.0,0.0,44,2015-11-25
Total,782.0,1002.0,698.0,325.0,38.0,2845,2015-11-25
Wind Gen(MU),12.0,24.0,8.0,0.0,0.0,43,2015-11-26
Total,784.0,994.0,698.0,329.0,38.0,2842,2015-11-26
Hydro,136.0,36.0,46.0,22.0,9.0,248,2015-11-26
Total,788.0,986.0,714.0,333.0,38.0,2859,2015-11-27
Wind Gen(MU),5.0,31.0,11.0,0.0,0.0,47,2015-11-27
Hydro,121.0,24.0,44.0,24.0,9.0,222,2015-11-27
Total,789.0,973.0,708.0,334.0,37.0,2840,2015-11-28
Hydro,116.0,22.0,39.0,24.0,9.0,210,2015-11-28
Wind Gen(MU),5.0,21.0,11.0,0.0,0.0,38,2015-11-28
Hydro,112.0,22.0,31.0,20.0,9.0,194,2015-11-29
Wind Gen(MU),10.0,35.0,19.0,0.0,0.0,64,2015-11-29
Total,760.0,948.0,668.0,334.0,36.0,2747,2015-11-29
Total,787.0,991.0,672.0,337.0,37.0,2824,2015-11-30
Wind Gen(MU),7.0,27.0,9.0,0.0,0.0,44,2015-11-30
Hydro,113.0,28.0,39.0,20.0,9.0,209,2015-11-30
Wind Gen(MU),5.0,24.0,2.0,0.0,0.0,31,2015-12-01
Hydro,117.0,36.0,39.0,28.0,7.0,226,2015-12-01
Total,812.0,1005.0,666.0,341.0,37.0,2860,2015-12-01
Total,775.0,995.0,651.0,337.0,37.0,2795,2015-12-02
Hydro,118.0,35.0,42.0,27.0,7.0,228,2015-12-02
Wind Gen(MU),2.0,31.0,5.0,0.0,0.0,37,2015-12-02
Total,787.0,994.0,658.0,335.0,35.0,2809,2015-12-03
Hydro,114.0,34.0,47.0,25.0,7.0,226,2015-12-03
Wind Gen(MU),2.0,26.0,9.0,0.0,0.0,37,2015-12-03
Hydro,113.0,33.0,41.0,22.0,8.0,216,2015-12-04
Wind Gen(MU),3.0,14.0,24.0,0.0,0.0,40,2015-12-04
Total,809.0,991.0,665.0,331.0,33.0,2828,2015-12-04
Total,810.0,986.0,672.0,329.0,36.0,2832,2015-12-05
Hydro,112.0,30.0,37.0,20.0,7.0,205,2015-12-05
Wind Gen(MU),2.0,18.0,31.0,0.0,0.0,51,2015-12-05
Hydro,111.0,31.0,32.0,31.0,7.0,211,2015-12-06
Wind Gen(MU),1.0,24.0,28.0,0.0,0.0,52,2015-12-06
Total,783.0,953.0,635.0,327.0,35.0,2733,2015-12-06
Wind Gen(MU),2.0,17.0,22.0,0.0,0.0,42,2015-12-07
Hydro,115.0,32.0,41.0,20.0,7.0,215,2015-12-07
Total,796.0,981.0,673.0,333.0,36.0,2819,2015-12-07
Hydro,114.0,35.0,40.0,19.0,7.0,216,2015-12-09
Wind Gen(MU),10.0,13.0,21.0,0.0,0.0,44,2015-12-09
Total,795.0,987.0,692.0,326.0,37.0,2836,2015-12-09
Hydro,117.0,37.0,38.0,20.0,8.0,220,2015-12-10
Total,808.0,999.0,700.0,327.0,36.0,2871,2015-12-10
Wind Gen(MU),6.0,20.0,13.0,0.0,0.0,39,2015-12-10
Total,804.0,991.0,717.0,331.0,36.0,2879,2015-12-11
Hydro,117.0,38.0,46.0,21.0,7.0,230,2015-12-11
Wind Gen(MU),15.0,17.0,7.0,0.0,0.0,39,2015-12-11
Total,813.0,981.0,713.0,327.0,36.0,2871,2015-12-12
Hydro,125.0,32.0,45.0,20.0,7.0,229,2015-12-12
Wind Gen(MU),4.0,18.0,6.0,0.0,0.0,27,2015-12-12
Wind Gen(MU),3.0,22.0,6.0,0.0,0.0,31,2015-12-13
Hydro,123.0,19.0,31.0,15.0,8.0,196,2015-12-13
Total,795.0,961.0,692.0,326.0,35.0,2809,2015-12-13
Wind Gen(MU),4.0,39.0,5.0,0.0,0.0,49,2015-12-14
Total,799.0,986.0,730.0,330.0,35.0,2880,2015-12-14
Hydro,123.0,26.0,45.0,14.0,7.0,215,2015-12-14
Total,818.0,992.0,733.0,330.0,36.0,2910,2015-12-15
Hydro,123.0,26.0,45.0,18.0,9.0,221,2015-12-15
Wind Gen(MU),2.0,28.0,7.0,0.0,0.0,37,2015-12-15
Hydro,122.0,29.0,49.0,19.0,8.0,226,2015-12-16
Total,828.0,993.0,735.0,330.0,38.0,2924,2015-12-16
Wind Gen(MU),6.0,10.0,8.0,0.0,0.0,24,2015-12-16
Hydro,119.0,29.0,48.0,18.0,7.0,221,2015-12-17
Wind Gen(MU),11.0,25.0,13.0,0.0,0.0,50,2015-12-17
Total,833.0,991.0,745.0,326.0,36.0,2931,2015-12-17
Total,861.0,985.0,754.0,332.0,37.0,2970,2015-12-18
Wind Gen(MU),9.0,43.0,8.0,0.0,0.0,61,2015-12-18
Hydro,156.0,26.0,49.0,18.0,8.0,257,2015-12-18
Wind Gen(MU),5.0,26.0,8.0,0.0,0.0,39,2015-12-19
Hydro,121.0,23.0,47.0,19.0,9.0,218,2015-12-19
Total,853.0,978.0,750.0,334.0,37.0,2952,2015-12-19
Total,811.0,978.0,721.0,326.0,36.0,2871,2015-12-20
Hydro,119.0,23.0,37.0,20.0,9.0,208,2015-12-20
Wind Gen(MU),3.0,26.0,15.0,0.0,0.0,44,2015-12-20
Total,833.0,978.0,757.0,330.0,35.0,2933,2015-12-21
Hydro,120.0,23.0,53.0,18.0,10.0,225,2015-12-21
Wind Gen(MU),5.0,26.0,14.0,0.0,0.0,44,2015-12-21
Wind Gen(MU),3.0,16.0,10.0,0.0,0.0,29,2015-12-22
Hydro,154.0,28.0,54.0,19.0,9.0,265,2015-12-22
Total,845.0,978.0,770.0,331.0,37.0,2960,2015-12-22
Wind Gen(MU),7.0,21.0,12.0,0.0,0.0,40,2015-12-23
Total,851.0,972.0,776.0,328.0,39.0,2965,2015-12-23
Hydro,117.0,24.0,51.0,18.0,9.0,219,2015-12-23
Hydro,116.0,32.0,49.0,19.0,7.0,222,2015-12-24
Wind Gen(MU),8.0,47.0,11.0,0.0,0.0,65,2015-12-24
Total,848.0,961.0,777.0,330.0,39.0,2955,2015-12-24
Wind Gen(MU),3.0,47.0,22.0,0.0,0.0,71,2015-12-25
Hydro,117.0,27.0,37.0,19.0,6.0,207,2015-12-25
Total,863.0,933.0,754.0,327.0,38.0,2915,2015-12-25
Wind Gen(MU),2.0,35.0,25.0,0.0,0.0,62,2015-12-26
Hydro,115.0,24.0,46.0,14.0,7.0,205,2015-12-26
Total,863.0,936.0,743.0,328.0,38.0,2907,2015-12-26
Wind Gen(MU),1.0,40.0,34.0,0.0,0.0,75,2015-12-27
Hydro,111.0,21.0,33.0,14.0,8.0,188,2015-12-27
Total,814.0,922.0,721.0,321.0,38.0,2815,2015-12-27
Wind Gen(MU),2.0,44.0,38.0,0.0,0.0,84,2015-12-28
Hydro,116.0,27.0,44.0,16.0,7.0,210,2015-12-28
Total,830.0,950.0,749.0,325.0,38.0,2892,2015-12-28
Total,831.0,967.0,763.0,329.0,38.0,2927,2015-12-29
Wind Gen(MU),2.0,31.0,33.0,0.0,0.0,66,2015-12-29
Hydro,118.0,36.0,48.0,16.0,7.0,225,2015-12-29
Total,831.0,968.0,769.0,330.0,38.0,2935,2015-12-30
Hydro,114.0,32.0,50.0,22.0,8.0,226,2015-12-30
Wind Gen(MU),6.0,18.0,30.0,0.0,0.0,53,2015-12-30
Wind Gen(MU),20.0,25.0,41.0,0.0,0.0,86,2015-12-31
Total,827.0,978.0,777.0,334.0,39.0,2955,2015-12-31
Hydro,110.0,36.0,39.0,22.0,8.0,215,2015-12-31
Solar Gen (MU),1.99,9.65,16.0,0.03,0.02,28,2016-01-01
Total,837.0,965.0,788.0,313.0,36.0,2939,2016-01-01
Hydro,96.0,39.0,26.0,22.0,11.0,194,2016-01-01
Total,835.0,959.0,741.0,329.0,37.0,2901,2016-01-01
Wind Gen(MU),9.0,20.0,18.0,0.0,0.0,48,2016-01-01
Wind Gen(MU),7.0,27.0,44.0,0.0,0.0,78,2016-01-01
Hydro,109.0,38.0,38.0,18.0,7.0,210,2016-01-01
Hydro,110.0,39.0,50.0,20.0,5.0,223,2016-01-02
Wind Gen(MU),3.0,12.0,31.0,0.0,0.0,45,2016-01-02
Total,837.0,975.0,752.0,326.0,38.0,2928,2016-01-02
Total,822.0,961.0,732.0,328.0,38.0,2882,2016-01-03
Hydro,108.0,60.0,45.0,19.0,7.0,239,2016-01-03
Wind Gen(MU),2.0,8.0,24.0,0.0,0.0,34,2016-01-03
Wind Gen(MU),5.0,9.0,25.0,0.0,0.0,39,2016-01-04
Hydro,108.0,28.0,52.0,16.0,5.0,209,2016-01-04
Total,843.0,984.0,774.0,335.0,37.0,2972,2016-01-04
Total,850.0,994.0,779.0,336.0,38.0,2996,2016-01-05
Hydro,113.0,31.0,56.0,15.0,7.0,222,2016-01-05
Wind Gen(MU),9.0,10.0,23.0,0.0,0.0,42,2016-01-05
Wind Gen(MU),3.0,8.0,22.0,0.0,0.0,33,2016-01-06
Total,853.0,996.0,794.0,333.0,38.0,3013,2016-01-06
Hydro,115.0,29.0,54.0,18.0,7.0,224,2016-01-06
Hydro,114.0,29.0,51.0,17.0,7.0,218,2016-01-07
Total,853.0,993.0,792.0,328.0,39.0,3005,2016-01-07
Wind Gen(MU),4.0,13.0,26.0,0.0,0.0,43,2016-01-07
Wind Gen(MU),2.0,10.0,23.0,0.0,0.0,35,2016-01-09
Hydro,118.0,27.0,50.0,17.0,7.0,218,2016-01-09
Total,850.0,981.0,768.0,322.0,35.0,2956,2016-01-09
Total,848.0,982.0,794.0,328.0,38.0,2990,2016-01-09
Wind Gen(MU),2.0,21.0,20.0,0.0,0.0,43,2016-01-09
Hydro,147.0,27.0,46.0,19.0,8.0,247,2016-01-09
Wind Gen(MU),5.0,6.0,22.0,0.0,0.0,33,2016-01-10
Hydro,112.0,25.0,38.0,16.0,8.0,198,2016-01-10
Total,832.0,959.0,749.0,316.0,36.0,2892,2016-01-10
Hydro,116.0,25.0,47.0,17.0,6.0,211,2016-01-11
Wind Gen(MU),3.0,8.0,23.0,0.0,0.0,34,2016-01-11
Total,849.0,979.0,772.0,321.0,39.0,2960,2016-01-11
Wind Gen(MU),6.0,7.0,22.0,0.0,0.0,35,2016-01-12
Hydro,145.0,27.0,50.0,17.0,7.0,247,2016-01-12
Total,861.0,989.0,790.0,336.0,39.0,3014,2016-01-12
Total,846.0,990.0,794.0,339.0,39.0,3008,2016-01-13
Hydro,121.0,29.0,59.0,16.0,8.0,232,2016-01-13
Wind Gen(MU),5.0,9.0,12.0,0.0,0.0,27,2016-01-13
Wind Gen(MU),2.0,14.0,15.0,0.0,0.0,32,2016-01-14
Hydro,116.0,25.0,47.0,19.0,7.0,213,2016-01-14
Total,814.0,934.0,780.0,339.0,40.0,2907,2016-01-14
Wind Gen(MU),6.0,23.0,15.0,0.0,0.0,45,2016-01-15
Hydro,109.0,25.0,44.0,12.0,8.0,198,2016-01-15
Total,812.0,940.0,716.0,340.0,38.0,2847,2016-01-15
Hydro,109.0,24.0,49.0,13.0,8.0,202,2016-01-16
Wind Gen(MU),5.0,22.0,10.0,0.0,0.0,37,2016-01-16
Total,804.0,956.0,704.0,335.0,38.0,2837,2016-01-16
Hydro,101.0,24.0,44.0,13.0,7.0,188,2016-01-17
Wind Gen(MU),3.0,16.0,6.0,0.0,0.0,26,2016-01-17
Total,821.0,936.0,691.0,327.0,38.0,2812,2016-01-17
Hydro,103.0,26.0,55.0,19.0,7.0,210,2016-01-18
Total,843.0,935.0,758.0,331.0,38.0,2905,2016-01-18
Wind Gen(MU),8.0,16.0,8.0,0.0,0.0,32,2016-01-18
Total,852.0,903.0,772.0,316.0,38.0,2881,2016-01-19
Hydro,101.0,25.0,52.0,10.0,6.0,194,2016-01-19
Wind Gen(MU),7.0,20.0,7.0,0.0,0.0,33,2016-01-19
Wind Gen(MU),3.0,24.0,4.0,0.0,0.0,30,2016-01-20
Hydro,102.0,32.0,47.0,8.0,5.0,195,2016-01-20
Total,847.0,907.0,776.0,311.0,38.0,2879,2016-01-20
Total,857.0,906.0,779.0,312.0,38.0,2893,2016-01-21
Hydro,107.0,24.0,54.0,18.0,6.0,208,2016-01-21
Wind Gen(MU),3.0,24.0,7.0,0.0,0.0,35,2016-01-21
Wind Gen(MU),3.0,22.0,20.0,0.0,0.0,45,2016-01-22
Hydro,99.0,23.0,48.0,16.0,6.0,192,2016-01-22
Total,860.0,921.0,782.0,317.0,39.0,2918,2016-01-22
Wind Gen(MU),4.0,24.0,22.0,0.0,0.0,51,2016-01-23
Hydro,100.0,34.0,48.0,16.0,6.0,204,2016-01-23
Total,859.0,931.0,777.0,326.0,39.0,2932,2016-01-23
Wind Gen(MU),3.0,10.0,15.0,0.0,0.0,29,2016-01-25
Hydro,99.0,36.0,56.0,16.0,5.0,211,2016-01-25
Total,866.0,944.0,788.0,312.0,38.0,2948,2016-01-25
Wind Gen(MU),4.0,13.0,14.0,0.0,0.0,30,2016-01-26
Hydro,97.0,36.0,45.0,16.0,5.0,198,2016-01-26
Total,827.0,891.0,760.0,308.0,37.0,2823,2016-01-26
Total,859.0,941.0,803.0,329.0,39.0,2971,2016-01-27
Wind Gen(MU),3.0,14.0,7.0,0.0,0.0,25,2016-01-27
Hydro,98.0,38.0,60.0,17.0,6.0,219,2016-01-27
Wind Gen(MU),1.0,12.0,9.0,0.0,0.0,22,2016-01-28
Hydro,98.0,32.0,62.0,16.0,6.0,214,2016-01-28
Total,861.0,967.0,824.0,339.0,38.0,3029,2016-01-28
Total,854.0,965.0,826.0,340.0,38.0,3022,2016-01-29
Hydro,90.0,34.0,61.0,18.0,6.0,209,2016-01-29
Wind Gen(MU),21.0,11.0,13.0,0.0,0.0,44,2016-01-29
Hydro,101.0,31.0,53.0,17.0,6.0,208,2016-01-30
Total,847.0,975.0,812.0,334.0,39.0,3008,2016-01-30
Wind Gen(MU),6.0,17.0,21.0,0.0,0.0,43,2016-01-30
Wind Gen(MU),8.0,14.0,23.0,0.0,0.0,45,2016-01-31
Hydro,103.0,27.0,43.0,17.0,6.0,197,2016-01-31
Total,816.0,960.0,774.0,327.0,38.0,2915,2016-01-31
Wind Gen(MU),5.0,16.0,17.0,0.0,0.0,37,2016-02-01
Total,833.0,981.0,803.0,326.0,39.0,2982,2016-02-01
Hydro,103.0,31.0,55.0,16.0,5.0,209,2016-02-01
